년,월,일,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%),최대전력기준일시
2021,08,25,131650,97998,80262,17736,22.1,2021/08/25(11:00)
2021,08,24,131650,99256,81241,18015,22.2,2021/08/24(17:00)
2021,08,23,131330,98884,79334,19550,24.6,2021/08/23(15:00)
2021,08,22,131330,94493,66387,28106,42.3,2021/08/22(20:00)
2021,08,21,131330,95487,69215,26272,38,2021/08/21(12:00)
2021,08,20,131330,100721,79554,21167,26.6,2021/08/20(18:00)
2021,08,19,131330,99622,79472,20150,25.4,2021/08/19(18:00)
2021,08,18,131330,99241,80362,18879,23.5,2021/08/18(17:00)
2021,08,17,131330,100178,80393,19785,24.6,2021/08/17(17:00)
2021,08,16,131330,95165,74559,20606,27.6,2021/08/16(20:00)
2021,08,15,131330,95825,68076,27749,40.8,2021/08/15(20:00)
2021,08,14,131330,96246,68470,27776,40.6,2021/08/14(20:00)
2021,08,13,131330,100125,81779,18346,22.4,2021/08/13(17:00)
2021,08,12,131330,98952,86355,12597,14.6,2021/08/12(17:00)
2021,08,11,131330,100800,83818,16982,20.3,2021/08/11(18:00)
2021,08,10,131330,100834,84877,15957,18.8,2021/08/10(17:00)
2021,08,09,131330,100772,84755,16017,18.9,2021/08/09(18:00)
2021,08,08,131330,94736,70201,24535,34.9,2021/08/08(20:00)
2021,08,07,131330,94901,75210,19691,26.2,2021/08/07(20:00)
2021,08,06,131330,99799,82367,17432,21.2,2021/08/06(17:00)
2021,08,05,131330,99341,85215,14126,16.6,2021/08/05(18:00)
2021,08,04,131330,99578,80073,19505,24.4,2021/08/04(18:00)
2021,08,03,131330,100181,77517,22664,29.2,2021/08/03(18:00)
2021,08,02,131330,98974,75460,23514,31.2,2021/08/02(18:00)
2021,08,01,131330,93539,72943,20596,28.2,2021/08/01(20:00)
2021,07,31,131330,92532,76776,15756,20.5,2021/07/31(20:00)
2021,07,30,131330,99390,87847,11543,13.1,2021/07/30(17:00)
2021,07,29,131330,101071,89634,11437,12.8,2021/07/29(17:00)
2021,07,28,131330,100846,90240,10606,11.8,2021/07/28(18:00)
2021,07,27,131330,100739,91141,9598,10.5,2021/07/27(18:00)
2021,07,26,131330,100633,89426,11207,12.5,2021/07/26(18:00)
2021,07,25,131330,95777,76521,19256,25.2,2021/07/25(20:00)
2021,07,24,131330,94507,78285,16222,20.7,2021/07/24(20:00)
2021,07,23,131330,99758,89812,9946,11.1,2021/07/23(17:00)
2021,07,22,131330,99955,89958,9997,11.1,2021/07/22(18:00)
2021,07,21,131069,99657,88937,10720,12.1,2021/07/21(17:00)
2021,07,20,131069,98376,87841,10535,12,2021/07/20(17:00)
2021,07,19,131069,98755,84586,14169,16.8,2021/07/19(17:00)
2021,07,18,131069,90453,72054,18399,25.5,2021/07/18(20:00)
2021,07,17,131069,91582,71849,19733,27.5,2021/07/17(20:00)
2021,07,16,131069,97850,88015,9835,11.2,2021/07/16(17:00)
2021,07,15,131069,98180,88551,9629,10.9,2021/07/15(17:00)
2021,07,14,131069,97475,88087,9388,10.7,2021/07/14(17:00)
2021,07,13,131069,95966,87172,8794,10.1,2021/07/13(17:00)
2021,07,12,131069,95006,85011,9995,11.8,2021/07/12(17:00)
2021,07,11,131069,93247,68518,24729,36.1,2021/07/11(20:00)
2021,07,10,131069,93577,67726,25851,38.2,2021/07/10(20:00)
2021,07,09,131069,95686,78397,17289,22.1,2021/07/09(18:00)
2021,07,08,131069,96234,81187,15047,18.5,2021/07/08(17:00)
2021,07,07,131069,95298,81086,14212,17.5,2021/07/07(16:00)
2021,07,06,131069,94417,79663,14754,18.5,2021/07/06(17:00)
2021,07,05,131069,95897,76256,19641,25.8,2021/07/05(17:00)
2021,07,04,131069,93065,62368,30697,49.2,2021/07/04(20:00)
2021,07,03,131069,90140,64612,25528,39.5,2021/07/03(15:00)
2021,07,02,131069,93498,76865,16633,21.6,2021/07/02(17:00)
2021,07,01,131069,94268,77476,16792,21.7,2021/07/01(17:00)
2021,06,30,131069,87887,74824,13063,17.5,2021/06/30(17:00)
2021,06,29,129623,87573,75854,11719,15.4,2021/06/29(17:00)
2021,06,28,129623,86121,74821,11300,15.1,2021/06/28(17:00)
2021,06,27,129623,82726,62109,20617,33.2,2021/06/27(21:00)
2021,06,26,129623,82911,62042,20869,33.6,2021/06/26(21:00)
2021,06,25,129623,84448,72763,11685,16.1,2021/06/25(17:00)
2021,06,24,129623,83428,72813,10615,14.6,2021/06/24(17:00)
2021,06,23,129623,86980,71726,15254,21.3,2021/06/23(17:00)
2021,06,22,129623,86284,72518,13766,19,2021/06/22(17:00)
2021,06,21,129623,85494,72382,13112,18.1,2021/06/21(18:00)
2021,06,20,129623,81141,61200,19941,32.6,2021/06/20(21:00)
2021,06,19,129623,80496,60923,19573,32.1,2021/06/19(21:00)
2021,06,18,129623,85313,70527,14786,21,2021/06/18(17:00)
2021,06,17,129623,84780,72670,12110,16.7,2021/06/17(17:00)
2021,06,16,129623,86430,72494,13936,19.2,2021/06/16(17:00)
2021,06,15,129623,84765,73311,11454,15.6,2021/06/15(15:00)
2021,06,14,129623,85516,74220,11296,15.2,2021/06/14(17:00)
2021,06,13,129623,83336,61518,21818,35.5,2021/06/13(20:00)
2021,06,12,129623,81677,62209,19468,31.3,2021/06/12(20:00)
2021,06,11,129623,84857,70071,14786,21.1,2021/06/11(10:00)
2021,06,10,129623,84887,74929,9958,13.3,2021/06/10(17:00)
2021,06,09,129623,85738,73387,12351,16.8,2021/06/09(17:00)
2021,06,08,129623,81135,69828,11307,16.2,2021/06/08(17:00)
2021,06,07,129623,80238,68543,11695,17.1,2021/06/07(18:00)
2021,06,06,129623,80130,58683,21447,36.5,2021/06/06(21:00)
2021,06,05,129623,80179,58611,21568,36.8,2021/06/05(21:00)
2021,06,04,129623,80802,64864,15938,24.6,2021/06/04(19:00)
2021,06,03,129623,79984,70113,9871,14.1,2021/06/03(15:00)
2021,06,02,129623,80613,68419,12194,17.8,2021/06/02(17:00)
2021,06,01,129623,81585,67332,14253,21.2,2021/06/01(17:00)
2021,05,31,129623,82530,66049,16481,25,2021/05/31(19:00)
2021,05,30,129623,81534,57041,24493,42.9,2021/05/30(21:00)
2021,05,29,129623,80035,57782,22253,38.5,2021/05/29(21:00)
2021,05,28,129623,81180,66069,15111,22.9,2021/05/28(14:00)
2021,05,27,129540,81164,67738,13426,19.8,2021/05/27(10:00)
2021,05,26,129540,82817,66876,15941,23.8,2021/05/26(17:00)
2021,05,25,129540,82567,65408,17159,26.2,2021/05/25(20:00)
2021,05,24,129540,80691,65847,14844,22.5,2021/05/24(20:00)
2021,05,23,129540,78777,56815,21962,38.7,2021/05/23(21:00)
2021,05,22,129540,78969,58452,20517,35.1,2021/05/22(21:00)
2021,05,21,129540,78706,65806,12900,19.6,2021/05/21(17:00)
2021,05,20,129540,80387,69140,11247,16.3,2021/05/20(17:00)
2021,05,19,129540,77651,62006,15645,25.2,2021/05/19(21:00)
2021,05,18,129540,80516,66240,14276,21.6,2021/05/18(20:00)
2021,05,17,129540,78759,68368,10391,15.2,2021/05/17(17:00)
2021,05,16,129540,73597,58503,15094,25.8,2021/05/16(20:00)
2021,05,15,129540,74083,60555,13528,22.3,2021/05/15(20:00)
2021,05,14,129540,78939,68888,10051,14.6,2021/05/14(17:00)
2021,05,13,128441,77778,67558,10220,15.1,2021/05/13(20:00)
2021,05,12,128441,76910,66063,10847,16.4,2021/05/12(20:00)
2021,05,11,128441,79515,66134,13381,20.2,2021/05/11(20:00)
2021,05,10,128441,78224,66682,11542,17.3,2021/05/10(16:00)
2021,05,09,128441,78634,56138,22496,40.1,2021/05/09(21:00)
2021,05,08,128441,80119,57311,22808,39.8,2021/05/08(21:00)
2021,05,07,128441,80942,64780,16162,24.9,2021/05/07(11:00)
2021,05,06,128441,80063,65436,14627,22.4,2021/05/06(20:00)
2021,05,05,128441,80360,60540,19820,32.7,2021/05/05(21:00)
2021,05,04,128441,79297,67838,11459,16.9,2021/05/04(17:00)
2021,05,03,128441,77344,65471,11873,18.1,2021/05/03(20:00)
2021,05,02,128441,75699,56721,18978,33.5,2021/05/02(21:00)
2021,05,01,128441,77837,56758,21079,37.1,2021/05/01(21:00)
2021,04,30,129361,78607,64304,14303,22.2,2021/04/30(20:00)
2021,04,29,129361,79393,66022,13371,20.3,2021/04/29(20:00)
2021,04,28,129361,79141,65551,13590,20.7,2021/04/28(20:00)
2021,04,27,129361,78696,66283,12413,18.7,2021/04/27(17:00)
2021,04,26,129361,77474,65456,12018,18.4,2021/04/26(20:00)
2021,04,25,129361,77491,56810,20681,36.4,2021/04/25(21:00)
2021,04,24,129361,75978,57782,18196,31.5,2021/04/24(20:00)
2021,04,23,129361,80306,65461,14845,22.7,2021/04/23(17:00)
2021,04,22,129361,79141,67265,11876,17.7,2021/04/22(17:00)
2021,04,21,129361,80595,65940,14655,22.2,2021/04/21(20:00)
2021,04,20,129361,80715,66393,14322,21.6,2021/04/20(20:00)
2021,04,19,129361,81777,66072,15705,23.8,2021/04/19(20:00)
2021,04,18,129361,79970,57397,22573,39.3,2021/04/18(21:00)
2021,04,17,129361,79926,58589,21337,36.4,2021/04/17(20:00)
2021,04,16,129361,80181,66009,14172,21.5,2021/04/16(09:00)
2021,04,15,129361,79439,66365,13074,19.7,2021/04/15(20:00)
2021,04,14,129361,79298,66263,13035,19.7,2021/04/14(20:00)
2021,04,13,129361,79998,66770,13228,19.8,2021/04/13(20:00)
2021,04,12,129361,77695,68966,8729,12.7,2021/04/12(17:00)
2021,04,11,129361,77347,56651,20696,36.5,2021/04/11(21:00)
2021,04,10,129361,77769,58226,19543,33.6,2021/04/10(20:00)
2021,04,09,129361,77866,65500,12366,18.9,2021/04/09(20:00)
2021,04,08,129361,78093,66706,11387,17.1,2021/04/08(20:00)
2021,04,07,129361,77395,66289,11106,16.8,2021/04/07(20:00)
2021,04,06,129361,76858,66622,10236,15.4,2021/04/06(20:00)
2021,04,05,129361,78663,66231,12432,18.8,2021/04/05(20:00)
2021,04,04,129361,77428,57780,19648,34,2021/04/04(20:00)
2021,04,03,129361,81169,59025,22144,37.5,2021/04/03(20:00)
2021,04,02,129361,86166,64600,21566,33.4,2021/04/02(20:00)
2021,04,01,129361,86161,66192,19969,30.2,2021/04/01(20:00)
2021,03,31,129114,87055,65755,21300,32.4,2021/03/31(20:00)
2021,03,30,129114,85885,66325,19560,29.5,2021/03/30(20:00)
2021,03,29,129114,84735,66819,17916,26.8,2021/03/29(20:00)
2021,03,28,129114,80393,57877,22516,38.9,2021/03/28(20:00)
2021,03,27,129114,79683,59268,20415,34.4,2021/03/27(20:00)
2021,03,26,129114,86356,66019,20337,30.8,2021/03/26(09:00)
2021,03,25,129114,86425,67429,18996,28.2,2021/03/25(20:00)
2021,03,24,129114,86499,68196,18303,26.8,2021/03/24(09:00)
2021,03,23,129114,86642,68079,18563,27.3,2021/03/23(20:00)
2021,03,22,129114,85853,68873,16980,24.7,2021/03/22(19:00)
2021,03,21,129114,85076,59578,25498,42.8,2021/03/21(20:00)
2021,03,20,129114,84474,61460,23014,37.4,2021/03/20(11:00)
2021,03,19,129114,87313,67369,19944,29.6,2021/03/19(09:00)
2021,03,18,129114,87913,68081,19832,29.1,2021/03/18(19:00)
2021,03,17,129114,88514,67684,20830,30.8,2021/03/17(20:00)
2021,03,16,129114,89360,68547,20813,30.4,2021/03/16(20:00)
2021,03,15,129114,89907,68220,21687,31.8,2021/03/15(19:00)
2021,03,14,129114,84416,58921,25495,43.3,2021/03/14(20:00)
2021,03,13,129114,83969,60715,23254,38.3,2021/03/13(01:00)
2021,03,12,129114,89744,73861,15883,21.5,2021/03/12(10:00)
2021,03,11,129114,89685,71172,18513,26,2021/03/11(09:00)
2021,03,10,129114,90175,70943,19232,27.1,2021/03/10(09:00)
2021,03,09,129114,90638,72893,17745,24.3,2021/03/09(09:00)
2021,03,08,129114,90377,71789,18588,25.9,2021/03/08(09:00)
2021,03,07,129114,86687,60702,25985,42.8,2021/03/07(20:00)
2021,03,06,129114,86139,62607,23532,37.6,2021/03/06(20:00)
2021,03,05,129114,90815,72682,18133,24.9,2021/03/05(09:00)
2021,03,04,129114,92010,76597,15413,20.1,2021/03/04(10:00)
2021,03,03,128820,90347,74748,15599,20.9,2021/03/03(09:00)
2021,03,02,128820,92526,77208,15318,19.8,2021/03/02(10:00)
2021,03,01,128820,91305,64904,26401,40.7,2021/03/01(19:00)
2021,02,28,128820,87376,59511,27865,46.8,2021/02/28(20:00)
2021,02,27,128820,90533,61810,28723,46.5,2021/02/27(01:00)
2021,02,26,128820,93769,73253,20516,28,2021/02/26(09:00)
2021,02,25,128820,94462,77701,16761,21.6,2021/02/25(11:00)
2021,02,24,128820,94726,76281,18445,24.2,2021/02/24(10:00)
2021,02,23,128820,96003,73896,22107,29.9,2021/02/23(09:00)
2021,02,22,128820,95782,70422,25360,36,2021/02/22(19:00)
2021,02,21,128820,90791,60140,30651,51,2021/02/21(20:00)
2021,02,20,128820,91578,64603,26975,41.8,2021/02/20(01:00)
2021,02,19,128820,95171,79299,15872,20,2021/02/19(09:00)
2021,02,18,128820,96048,84067,11981,14.3,2021/02/18(10:00)
2021,02,17,128820,95992,84749,11243,13.3,2021/02/17(10:00)
2021,02,16,128820,95044,80711,14333,17.8,2021/02/16(17:00)
2021,02,15,128820,94473,74829,19644,26.3,2021/02/15(11:00)
2021,02,14,128820,88705,57687,31018,53.8,2021/02/14(20:00)
2021,02,13,128820,87762,55686,32076,57.6,2021/02/13(20:00)
2021,02,12,128820,86404,54836,31568,57.6,2021/02/12(24:00)
2021,02,11,128820,92479,61009,31470,51.6,2021/02/11(01:00)
2021,02,10,128820,95532,76269,19263,25.3,2021/02/10(09:00)
2021,02,09,128820,95302,79114,16188,20.5,2021/02/09(09:00)
2021,02,08,128820,95887,77950,17937,23,2021/02/08(19:00)
2021,02,07,128820,97339,63698,33641,52.8,2021/02/07(20:00)
2021,02,06,128820,95591,66340,29251,44.1,2021/02/06(09:00)
2021,02,05,128820,98078,80698,17380,21.5,2021/02/05(10:00)
2021,02,04,128820,99356,80804,18552,23,2021/02/04(10:00)
2021,02,03,128820,98639,82594,16045,19.4,2021/02/03(09:00)
2021,02,02,128820,100311,80457,19854,24.7,2021/02/02(18:00)
2021,02,01,128820,97244,77878,19366,24.9,2021/02/01(10:00)
2021,01,31,128820,97006,63574,33432,52.6,2021/01/31(19:00)
2021,01,30,128820,97640,69215,28425,41.1,2021/01/30(01:00)
2021,01,29,128820,100187,83971,16216,19.3,2021/01/29(10:00)
2021,01,28,128820,99431,80655,18776,23.3,2021/01/28(17:00)
2021,01,27,128209,98753,77213,21540,27.9,2021/01/27(09:00)
2021,01,26,128209,98918,79190,19728,24.9,2021/01/26(11:00)
2021,01,25,128209,99244,75047,24197,32.2,2021/01/25(09:00)
2021,01,24,128209,95387,62201,33186,53.4,2021/01/24(19:00)
2021,01,23,128209,93433,65370,28063,42.9,2021/01/23(11:00)
2021,01,22,128209,97449,79367,18082,22.8,2021/01/22(10:00)
2021,01,21,128209,98432,80435,17997,22.4,2021/01/21(17:00)
2021,01,20,128209,99678,83468,16210,19.4,2021/01/20(09:00)
2021,01,19,128209,101789,85348,16441,19.3,2021/01/19(10:00)
2021,01,18,128209,100962,86673,14289,16.5,2021/01/18(11:00)
2021,01,17,128209,96509,68310,28199,41.3,2021/01/17(19:00)
2021,01,16,128209,95981,69347,26634,38.4,2021/01/16(19:00)
2021,01,15,128209,97229,78869,18360,23.3,2021/01/15(10:00)
2021,01,14,128209,97618,80757,16861,20.9,2021/01/14(09:00)
2021,01,13,128209,97325,84235,13090,15.5,2021/01/13(10:00)
2021,01,12,128209,98911,88089,10822,12.3,2021/01/12(10:00)
2021,01,11,128209,99189,90564,8625,9.5,2021/01/11(11:00)
2021,01,10,128209,92072,70738,21334,30.2,2021/01/10(19:00)
2021,01,09,128209,92949,74232,18717,25.2,2021/01/09(19:00)
2021,01,08,128209,98229,89858,8371,9.3,2021/01/08(11:00)
2021,01,07,128209,98213,90195,8018,8.9,2021/01/07(17:00)
2021,01,06,128209,98015,85568,12447,14.5,2021/01/06(10:00)
2021,01,05,128209,97905,84497,13408,15.9,2021/01/05(17:00)
2021,01,04,128209,97246,82840,14406,17.4,2021/01/04(17:00)
2021,01,03,128209,96591,66473,30118,45.3,2021/01/03(19:00)
2021,01,02,128209,97800,64982,32818,50.5,2021/01/02(19:00)
2021,01,01,128209,98477,64942,33535,51.6,2021/01/01(01:00)
2020,12,31,129191,99506,80632,18874,23.4,2020/12/31(10:00)
2020,12,30,129191,99290,83916,15374,18.3,2020/12/30(10:00)
2020,12,29,129191,98175,78915,19260,24.4,2020/12/29(17:00)
2020,12,28,128609,96902,76803,20099,26.2,2020/12/28(10:00)
2020,12,27,128609,92923,62840,30083,47.9,2020/12/27(19:00)
2020,12,26,128609,92990,63604,29386,46.2,2020/12/26(19:00)
2020,12,25,128609,94583,67327,27256,40.5,2020/12/25(19:00)
2020,12,24,128609,94665,77124,17541,22.7,2020/12/24(10:00)
2020,12,23,128609,96337,81349,14988,18.4,2020/12/23(10:00)
2020,12,22,128609,94909,82109,12800,15.6,2020/12/22(10:00)
2020,12,21,128609,95863,82906,12957,15.6,2020/12/21(10:00)
2020,12,20,128609,92484,66560,25924,38.9,2020/12/20(19:00)
2020,12,19,128609,94556,69628,24928,35.8,2020/12/19(19:00)
2020,12,18,128609,97067,82899,14168,17.1,2020/12/18(10:00)
2020,12,17,128609,97476,84185,13291,15.8,2020/12/17(10:00)
2020,12,16,128609,98795,85132,13663,16,2020/12/16(17:00)
2020,12,15,128609,97585,84708,12877,15.2,2020/12/15(17:00)
2020,12,14,128609,96126,84182,11944,14.2,2020/12/14(17:00)
2020,12,13,128609,90985,63683,27302,42.9,2020/12/13(19:00)
2020,12,12,128609,88706,64485,24221,37.6,2020/12/12(19:00)
2020,12,11,128609,91288,77669,13619,17.5,2020/12/11(10:00)
2020,12,10,128609,91022,80497,10525,13.1,2020/12/10(10:00)
2020,12,09,128609,92162,78544,13618,17.3,2020/12/09(10:00)
2020,12,08,128609,90949,78234,12715,16.3,2020/12/08(17:00)
2020,12,07,128609,89207,78832,10375,13.2,2020/12/07(10:00)
2020,12,06,128609,86824,62314,24510,39.3,2020/12/06(19:00)
2020,12,05,128609,87545,64555,22990,35.6,2020/12/05(19:00)
2020,12,04,128609,90619,76916,13703,17.8,2020/12/04(10:00)
2020,12,03,128609,90134,76904,13230,17.2,2020/12/03(18:00)
2020,12,02,128609,90125,77722,12403,16,2020/12/02(10:00)
2020,12,01,128609,89162,76210,12952,17,2020/12/01(17:00)
2020,11,30,128609,96827,77074,19753,25.6,2020/11/30(17:00)
2020,11,29,128609,94989,62162,32827,52.8,2020/11/29(19:00)
2020,11,28,128609,94835,63912,30923,48.4,2020/11/28(19:00)
2020,11,27,128609,95242,73588,21654,29.4,2020/11/27(17:00)
2020,11,26,128197,91860,73798,18062,24.5,2020/11/26(10:00)
2020,11,25,128197,93638,72888,20750,28.5,2020/11/25(17:00)
2020,11,24,128197,92402,73988,18414,24.9,2020/11/24(10:00)
2020,11,23,128197,90650,73234,17416,23.8,2020/11/23(18:00)
2020,11,22,128197,91702,59194,32508,54.9,2020/11/22(19:00)
2020,11,21,128197,90106,60121,29985,49.9,2020/11/21(19:00)
2020,11,20,128197,89056,71916,17140,23.8,2020/11/20(17:00)
2020,11,19,128197,87933,70905,17028,24,2020/11/19(15:00)
2020,11,18,128197,88630,69555,19075,27.4,2020/11/18(17:00)
2020,11,17,128197,87217,69082,18135,26.3,2020/11/17(17:00)
2020,11,16,128197,84560,68154,16406,24.1,2020/11/16(17:00)
2020,11,15,128197,86174,57555,28619,49.7,2020/11/15(19:00)
2020,11,14,128197,85450,58858,26592,45.2,2020/11/14(19:00)
2020,11,13,128197,85827,67692,18135,26.8,2020/11/13(09:00)
2020,11,12,128197,86645,68011,18634,27.4,2020/11/12(19:00)
2020,11,11,128197,86307,67954,18353,27,2020/11/11(09:00)
2020,11,10,128197,87738,68952,18786,27.2,2020/11/10(19:00)
2020,11,09,128197,87391,69999,17392,24.8,2020/11/09(17:00)
2020,11,08,128197,88167,57536,30631,53.2,2020/11/08(19:00)
2020,11,07,128197,86552,58540,28012,47.9,2020/11/07(19:00)
2020,11,06,128197,86273,69596,16677,24,2020/11/06(10:00)
2020,11,05,128197,84703,68907,15796,22.9,2020/11/05(17:00)
2020,11,04,128197,84201,69231,14970,21.6,2020/11/04(18:00)
2020,11,03,128197,84039,69570,14469,20.8,2020/11/03(18:00)
2020,11,02,128197,83707,66720,16987,25.5,2020/11/02(19:00)
2020,11,01,128197,82297,56822,25475,44.8,2020/11/01(19:00)
2020,10,31,128197,83503,57719,25784,44.7,2020/10/31(19:00)
2020,10,30,128197,87749,66037,21712,32.9,2020/10/30(19:00)
2020,10,29,128197,86310,67410,18900,28,2020/10/29(19:00)
2020,10,28,127762,84286,66752,17534,26.3,2020/10/28(19:00)
2020,10,27,127762,83430,67660,15770,23.3,2020/10/27(19:00)
2020,10,26,127762,85565,67680,17885,26.4,2020/10/26(19:00)
2020,10,25,127762,86531,57288,29243,51,2020/10/25(19:00)
2020,10,24,127762,87472,59213,28259,47.7,2020/10/24(19:00)
2020,10,23,127762,88205,67147,21058,31.4,2020/10/23(19:00)
2020,10,22,127762,86805,68374,18431,27,2020/10/22(19:00)
2020,10,21,127762,85999,68454,17545,25.6,2020/10/21(17:00)
2020,10,20,127762,86336,67824,18512,27.3,2020/10/20(19:00)
2020,10,19,128562,86637,67545,19092,28.3,2020/10/19(19:00)
2020,10,18,128562,86593,57306,29287,51.1,2020/10/18(20:00)
2020,10,17,128562,86170,59231,26939,45.5,2020/10/17(19:00)
2020,10,16,128562,88445,67349,21096,31.3,2020/10/16(19:00)
2020,10,15,128562,87965,67771,20194,29.8,2020/10/15(19:00)
2020,10,14,128562,87900,67364,20536,30.5,2020/10/14(19:00)
2020,10,13,128562,87140,67755,19385,28.6,2020/10/13(19:00)
2020,10,12,128562,87545,67195,20350,30.3,2020/10/12(19:00)
2020,10,11,128562,87356,57139,30217,52.9,2020/10/11(20:00)
2020,10,10,128562,85805,57877,27928,48.3,2020/10/10(19:00)
2020,10,09,128562,84994,62608,22386,35.8,2020/10/09(19:00)
2020,10,08,128562,85846,66261,19585,29.6,2020/10/08(19:00)
2020,10,07,128562,83795,66722,17073,25.6,2020/10/07(19:00)
2020,10,06,128562,83948,66935,17013,25.4,2020/10/06(19:00)
2020,10,05,128562,82923,65238,17685,27.1,2020/10/05(19:00)
2020,10,04,128562,84967,55638,29329,52.7,2020/10/04(19:00)
2020,10,03,128562,83911,53653,30258,56.4,2020/10/03(19:00)
2020,10,02,128562,83813,51651,32162,62.3,2020/10/02(20:00)
2020,10,01,128562,83392,48946,34446,70.4,2020/10/01(20:00)
2020,09,30,128562,85437,51986,33451,64.3,2020/09/30(19:00)
2020,09,29,128562,85624,60187,25437,42.3,2020/09/29(19:00)
2020,09,28,128562,86570,66036,20534,31.1,2020/09/28(19:00)
2020,09,27,128562,84816,58397,26419,45.2,2020/09/27(20:00)
2020,09,26,128562,82264,59397,22867,38.5,2020/09/26(20:00)
2020,09,25,128562,83744,67826,15918,23.5,2020/09/25(17:00)
2020,09,24,128078,85023,69151,15872,23,2020/09/24(17:00)
2020,09,23,128078,85480,68298,17182,25.2,2020/09/23(17:00)
2020,09,22,128078,85522,68157,17365,25.5,2020/09/22(19:00)
2020,09,21,128078,85529,67626,17903,26.5,2020/09/21(19:00)
2020,09,20,128078,87008,58261,28747,49.3,2020/09/20(20:00)
2020,09,19,128078,84851,59888,24963,41.7,2020/09/19(20:00)
2020,09,18,128078,89897,68259,21638,31.7,2020/09/18(17:00)
2020,09,17,128078,88228,71725,16503,23,2020/09/17(15:00)
2020,09,16,128078,87437,73144,14293,19.5,2020/09/16(17:00)
2020,09,15,128078,87732,73146,14586,19.9,2020/09/15(17:00)
2020,09,14,128078,88674,70702,17972,25.4,2020/09/14(17:00)
2020,09,13,128078,86405,59480,26925,45.3,2020/09/13(20:00)
2020,09,12,128078,85586,60966,24620,40.4,2020/09/12(20:00)
2020,09,11,128078,89004,73473,15531,21.1,2020/09/11(15:00)
2020,09,10,128078,89827,72738,17089,23.5,2020/09/10(17:00)
2020,09,09,128078,90356,71515,18841,26.3,2020/09/09(17:00)
2020,09,08,128078,91007,73153,17854,24.4,2020/09/08(17:00)
2020,09,07,128078,90928,69547,21381,30.7,2020/09/07(17:00)
2020,09,06,128078,91524,59566,31958,53.7,2020/09/06(20:00)
2020,09,05,128078,88098,61835,26263,42.5,2020/09/05(15:00)
2020,09,04,128078,92606,73772,18834,25.5,2020/09/04(17:00)
2020,09,03,128078,93299,74636,18663,25,2020/09/03(17:00)
2020,09,02,128078,96522,81356,15166,18.6,2020/09/02(15:00)
2020,09,01,128078,96797,82036,14761,18,2020/09/01(17:00)
2020,08,31,128078,98469,82673,15796,19.1,2020/08/31(17:00)
2020,08,30,128078,97818,71466,26352,36.9,2020/08/30(20:00)
2020,08,29,128078,94365,72836,21529,29.6,2020/08/29(15:00)
2020,08,28,128078,98247,85677,12570,14.7,2020/08/28(17:00)
2020,08,27,127819,98377,84961,13416,15.8,2020/08/27(17:00)
